MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.philips.com/product/566679,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,566679,566679 40W Led Med 27k 3pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,566679,,Industrial Equipment,"Philips, 566679, 40 W, 3 pc, Industrial Grade, Commercial Quality",40 W LED 40W 3PC,Philips® 566679 40 W Led Medium 3 pc,"Philips®, Model 566679, 40 W, 3 pc",566679,"Philips®, Model 566679, 40 W, 3 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,3,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_566679.jpg,,,,,,,,,PHILIPS_566679_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573311,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573311,573311 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573311,,Industrial Equipment,"Philips, 573311, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 573311 60 W Led Medium 2 pc,"Philips®, Model 573311, 60 W, 2 pc",573311,"Philips®, Model 573311, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573311.jpg,,,,,,,,,PHILIPS_573311_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573394,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573394,573394 60W Led Cand 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573394,,Industrial Equipment,"Philips, 573394, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 573394 60 W Led Candelabra 2 pc,"Philips®, Model 573394, 60 W, 2 pc",573394,"Philips®, Model 573394, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573394.jpg,,,,,,,,,PHILIPS_573394_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573329,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573329,573329 60W Cand Led 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573329,,Industrial Equipment,"Philips, 573329, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W CANDELABRA 60W 2PC,Philips® 573329 60 W Candelabra Led 2 pc,"Philips®, Model 573329, 60 W, 2 pc",573329,"Philips®, Model 573329, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573329.jpg,,,,,,,,,PHILIPS_573329_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/564930,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,564930,564930 40W Cand Led 50k 3pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,564930,,Industrial Equipment,"Philips, 564930, 40 W, 3 pc, Industrial Grade, Commercial Quality",40 W CANDELABRA 40W 3PC,Philips® 564930 40 W Candelabra Led 3 pc,"Philips®, Model 564930, 40 W, 3 pc",564930,"Philips®, Model 564930, 40 W, 3 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,3,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_564930.jpg,,,,,,,,,PHILIPS_564930_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/565000,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,565000,565000 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,565000,,Industrial Equipment,"Philips, 565000, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 565000 60 W Led Medium 2 pc,"Philips®, Model 565000, 60 W, 2 pc",565000,"Philips®, Model 565000, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_565000.jpg,,,,,,,,,PHILIPS_565000_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/564922,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,564922,564922 60W Led BA11 50k 3pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,564922,,Industrial Equipment,"Philips, 564922, 60 W, 3 pc, Industrial Grade, Commercial Quality",60 W LED 60W 3PC,Philips® 564922 60 W Led BA11 3 pc,"Philips®, Model 564922, 60 W, 3 pc",564922,"Philips®, Model 564922, 60 W, 3 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,3,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_564922.jpg,,,,,,,,,PHILIPS_564922_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573295,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573295,573295 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573295,,Industrial Equipment,"Philips, 573295, 40 W, 2 pc, Industrial Grade, Commercial Quality",40 W LED 40W 2PC,Philips® 573295 40 W Led Medium 2 pc,"Philips®, Model 573295, 40 W, 2 pc",573295,"Philips®, Model 573295, 40 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573295.jpg,,,,,,,,,PHILIPS_573295_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/564914,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,564914,564914 60W Med Led 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,564914,,Industrial Equipment,"Philips, 564914, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W MEDIUM 60W 2PC,Philips® 564914 60 W Medium Led 2 pc,"Philips®, Model 564914, 60 W, 2 pc",564914,"Philips®, Model 564914, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_564914.jpg,,,,,,,,,PHILIPS_564914_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573485,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573485,573485 60W Led A19 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573485,,Industrial Equipment,"Philips, 573485, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 573485 60 W Led A19 2 pc,"Philips®, Model 573485, 60 W, 2 pc",573485,"Philips®, Model 573485, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573485.jpg,,,,,,,,,PHILIPS_573485_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573337,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573337,573337 40W Led G25 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573337,,Industrial Equipment,"Philips, 573337, 40 W, 2 pc, Industrial Grade, Commercial Quality",40 W LED 40W 2PC,Philips® 573337 40 W Led G25 2 pc,"Philips®, Model 573337, 40 W, 2 pc",573337,"Philips®, Model 573337, 40 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573337.jpg,,,,,,,,,PHILIPS_573337_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/544874,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,544874,544874 32W Led T8 UBulb 40k,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,544874,,Industrial Equipment,"Philips, 544874, 32 W, Industrial Grade, Commercial Quality, Heavy Duty",32 W LED 32W,Philips® 544874 32 W Led T8,"Philips®, Model 544874, 32 W",544874,"Philips®, Model 544874, 32 W",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,32,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_544874.jpg,,,,,,,,,PHILIPS_544874_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/570846,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,570846,570846 50W Led Med 22K 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,570846,,Industrial Equipment,"Philips, 570846, 50 W, 2 pc, Industrial Grade, Commercial Quality",50 W LED 50W 2PC,Philips® 570846 50 W Led Medium 2 pc,"Philips®, Model 570846, 50 W, 2 pc",570846,"Philips®, Model 570846, 50 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,50,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_570846.jpg,,,,,,,,,PHILIPS_570846_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/565473,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,565473,565473 60W Led A19 Bulb 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,565473,,Industrial Equipment,"Philips, 565473, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 565473 60 W Led A19 2 pc,"Philips®, Model 565473, 60 W, 2 pc",565473,"Philips®, Model 565473, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_565473.jpg,,,,,,,,,PHILIPS_565473_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573402,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573402,573402 60W Led Med 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573402,,Industrial Equipment,"Philips, 573402, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 573402 60 W Led Medium 2 pc,"Philips®, Model 573402, 60 W, 2 pc",573402,"Philips®, Model 573402, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573402.jpg,,,,,,,,,PHILIPS_573402_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573352,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573352,573352 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573352,,Industrial Equipment,"Philips, 573352, 40 W, 2 pc, Industrial Grade, Commercial Quality",40 W LED 40W 2PC,Philips® 573352 40 W Led Medium 2 pc,"Philips®, Model 573352, 40 W, 2 pc",573352,"Philips®, Model 573352, 40 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573352.jpg,,,,,,,,,PHILIPS_573352_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573428,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573428,573428 40W Med Led 50k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573428,,Industrial Equipment,"Philips, 573428, 40 W, 2 pc, Industrial Grade, Commercial Quality",40 W MEDIUM 40W 2PC,Philips® 573428 40 W Medium Led 2 pc,"Philips®, Model 573428, 40 W, 2 pc",573428,"Philips®, Model 573428, 40 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573428.jpg,,,,,,,,,PHILIPS_573428_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573386,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573386,573386 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573386,,Industrial Equipment,"Philips, 573386, 60 W, 2 pc, Industrial Grade, Commercial Quality",60 W LED 60W 2PC,Philips® 573386 60 W Led Medium 2 pc,"Philips®, Model 573386, 60 W, 2 pc",573386,"Philips®, Model 573386, 60 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,60,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573386.jpg,,,,,,,,,PHILIPS_573386_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/564948,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,564948,564948 40W Led Med 50k 3pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,564948,,Industrial Equipment,"Philips, 564948, 40 W, 3 pc, Industrial Grade, Commercial Quality",40 W LED 40W 3PC,Philips® 564948 40 W Led Medium 3 pc,"Philips®, Model 564948, 40 W, 3 pc",564948,"Philips®, Model 564948, 40 W, 3 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,3,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_564948.jpg,,,,,,,,,PHILIPS_564948_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.philips.com/product/573303,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,573303,573303 40W Led Cand 27k 2pk,,,Philips,Phillips Lighting (5831),Signify North America Corp,Philips®,,573303,,Industrial Equipment,"Philips, 573303, 40 W, 2 pc, Industrial Grade, Commercial Quality",40 W LED 40W 2PC,Philips® 573303 40 W Led Candelabra 2 pc,"Philips®, Model 573303, 40 W, 2 pc",573303,"Philips®, Model 573303, 40 W, 2 pc",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Wattage,40,W,Package Quantity,2,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILIPS_573303.jpg,,,,,,,,,PHILIPS_573303_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
